Latitude,Longitude,Window
17.825,-1.325,1.0
17.825,-1.275,1.0
17.825,-1.225,2.0
17.825,-1.175,2.0
17.825,-1.125,2.0
17.825,-1.075,1.0
17.825,-1.025,2.0
17.825,-0.975,2.0
17.825,-0.925,4.0
17.875,-1.375,1.0
17.875,-1.325,1.0
17.875,-1.275,1.0
17.875,-1.225,2.0
17.875,-1.175,2.0
17.875,-1.125,3.0
17.875,-1.075,2.0
17.875,-1.025,2.0
17.875,-0.975,2.0
17.875,-0.925,2.0
17.875,-0.875,4.0
17.875,-0.825,4.0
17.925,-1.275,2.0
17.925,-1.175,2.0
17.925,-0.975,3.0
17.925,-0.925,2.0
17.925,-0.875,3.0
17.925,-0.825,4.0
17.925,-0.775,4.0
17.975,-1.175,2.0
17.975,-1.125,2.0
17.975,-0.925,4.0
17.975,-0.875,1.0
17.975,-0.825,3.0
17.975,-0.775,4.0
18.025,-1.175,2.0
18.025,-1.125,2.0
18.025,-0.925,1.0
18.025,-0.875,1.0
18.025,-0.825,1.0
18.025,-0.725,1.0
18.025,-0.675,1.0
18.025,-0.625,1.0
18.075,-0.725,1.0
18.075,-0.675,1.0
18.075,-0.625,1.0
18.075,-0.575,1.0
18.075,-0.525,1.0
18.125,-0.625,2.0
18.125,-0.575,2.0
18.125,-0.525,1.0
18.125,-0.475,1.0
18.175,-0.525,2.0
18.175,-0.475,1.0
18.175,-0.425,2.0
18.175,-0.375,2.0
18.175,-0.325,2.0
18.175,-0.275,3.0
18.225,-0.475,2.0
18.225,-0.425,3.0
18.225,-0.375,2.0
18.225,-0.325,2.0
18.225,-0.275,2.0
18.225,-0.225,3.0
18.225,-0.075,1.0
18.275,-0.325,2.0
18.275,-0.275,4.0
18.275,-0.225,3.0
18.275,-0.175,4.0
18.275,-0.125,1.0
18.275,0.025,2.0
18.325,-0.225,3.0
18.325,-0.125,4.0
18.325,-0.075,1.0
18.325,0.025,2.0
18.325,0.075,2.0
18.325,0.125,3.0
18.325,37.225,2.0
18.325,37.275,3.0
18.375,-0.125,4.0
18.375,-0.075,4.0
18.375,0.025,2.0
18.375,0.075,3.0
18.375,0.125,3.0
18.425,-0.125,4.0
18.425,-0.075,4.0
18.425,0.175,4.0
18.425,0.225,4.0
18.425,37.225,4.0
18.475,0.225,4.0
18.475,0.275,4.0
18.625,0.475,4.0
18.625,0.525,4.0
18.675,-19.125,1.0
18.675,-18.975,4.0
18.675,-18.575,4.0
18.675,-18.475,4.0
18.725,-18.925,4.0
18.825,-18.525,4.0
18.975,-19.275,2.0
18.975,-19.225,2.0
18.975,-18.325,4.0
19.025,-18.775,1.0
19.025,-18.575,3.0
19.075,-17.975,1.0
19.125,-17.925,3.0
19.175,-18.775,4.0
19.175,-17.775,4.0
19.225,-18.975,3.0
19.275,-19.025,2.0
19.275,-18.975,3.0
19.275,-18.925,3.0
19.275,-18.025,3.0
19.325,-18.475,1.0
19.325,-18.425,1.0
19.325,-18.225,2.0
19.325,-18.175,2.0
19.325,-18.125,2.0
19.325,-18.075,3.0
19.325,-18.025,3.0
19.325,-17.975,3.0
19.375,-18.475,1.0
19.375,-18.425,1.0
19.375,-18.175,2.0
19.375,-18.075,3.0
19.375,-17.825,4.0
19.475,-18.075,4.0
19.525,-18.075,4.0
19.775,-4.375,1.0
19.775,-3.975,2.0
19.775,-3.725,2.0
19.775,-3.675,2.0
19.775,-3.575,3.0
19.775,-3.425,3.0
19.775,-3.375,3.0
19.825,-4.375,1.0
19.825,-3.975,2.0
19.825,-3.925,3.0
19.825,-3.725,3.0
19.825,-3.675,3.0
19.825,-3.575,3.0
19.825,-3.525,4.0
19.875,-3.825,2.0
19.875,-3.675,4.0
19.875,-3.575,4.0
19.875,-3.525,1.0
19.875,-3.475,4.0
19.875,-3.425,4.0
19.875,-3.375,4.0
19.875,-3.225,4.0
19.925,-3.825,2.0
19.925,-3.625,4.0
19.925,-3.525,1.0
19.925,-3.425,4.0
19.975,-3.975,1.0
20.025,-3.975,1.0
20.125,-3.725,2.0
28.625,-6.625,1.0
28.725,-8.475,3.0
28.725,-6.675,3.0
28.775,-6.375,3.0
31.925,-10.475,4.0
34.975,-2.175,4.0
